"","comicName","comicSummary","comicGrade"
"1216","출근했습니다","출근해서 퇴근까지","9.90"
"1217","하나린 하나린","환생세계 판타지!","9.88"
"1218","귀전구담","귀신이 전하는 이야기","9.90"
"1219","헝그리 블러드","신세대 드라큘라 가족의 이야기","9.82"
"1220","굥이의 하루","굥이의 하루","9.66"
"1221","피카앤부","피카와 부의 동화같은 일상 엿보기^^","9.84"
"1222","포르고드(FORGOD)","푸른빛의 판타지 드라마","9.86"
"1223","소년사이코","사이코소년인 사이코의 일상","9.62"
"1224","도담도담","신비한 능력을 가진 가족의 이야기","9.88"
"1225","해프닝","투믹스 연재중","9.85"
"1226","카타스트로피","공지","9.73"
"1227","날지못하는악마","날못악","9.89"
"1228","검은피의 도시","EP.D","9.86"
"1229","이것도 친구라고","파란만장한 청춘 라이프","9.88"
"1230","화귀","사람들이 사라진다","9.86"
"1231","쌍둥이부부일기","쌍둥이처럼 똑닮은 부부의 알콩달콩 개그일기","9.87"
"1232","범인에 대하여","아름답지 못할망정 질척이는 로맨스","9.87"
"1233","지구를 움직이는 소년들","Boys Be Ambitious","9.80"
"1234","RUN","영웅이 없는 세상... 스스로를 구원하기 위한 소년의 하드보일드 복수극!!","9.79"
"1235","블루믹 (BlueMIC)","연재분업데이트","9.88"
"1236","갑자기판타지","판타지책속으로 들어가다","9.85"
"1237","눈치없는 내 친구!","캠퍼스 이야기","9.84"
"1238","요스토리/죽음.그물","오랜만이에요","9.72"
"1239","눈꽃","나의 반려묘가 사람이라니","9.84"
"1240","생산직 툰","생산직 업무를 하면서 느낀 재미난 에피소드를 4컷 만화로 담았습니다.","9.85"
"1241","뷰티풀 싱글 라이프","이 남자가 만족하고 사는법","9.89"
"1242","숨비","동성애자, 몽상가, 가출 청소년","9.82"
"1243","겨울밤","묘단과 아람의 이야기","9.85"
"1244","나고야","밤 낮이 다른 여고생 작가의 은밀한 복수와 스릴넘치는 성장기","9.58"
"1245","흐려지지만 선명하게","인연에 관한 세가지 이야기","9.68"
"1246","무쇠 후라이팬","무쇠팬 쓰는 남자!!","9.90"
"1247","반지하셋방","자매의 자취생활","9.89"
"1248","로보택틱스","AOS 게임 판타지","9.78"
"1249","털털하지만 괜찮아!","조금 털털해도 난 좋아.","9.23"
"1250","드리머","액션판타지","9.41"
"1251","퇴마부","와플, 우냐","9.81"
"1252","셀프피쉬","당신의 물고기는","9.87"
"1253","인연입니까?","우리도 인연일까.","9.70"
"1254","구세의 블레이딩","소년과 소녀의 이야기","9.69"
"1255","신의 프시키온","운명에 맞서는 형제의 이야기.","9.84"
"1256","느루느루하게","스펙타클 하루일기","9.79"
"1257","구라디우스","판타지라이프","9.69"
"1258","보스 인 스쿨","Boss In School","9.88"
"1259","지구인입니다","외계인들 사이로 납치된 지구인","9.88"
"1260","오늘도 형제는 평화롭다","돈독한 형제들","9.89"
"1261","하이퍼(HYPER)","히어로 서바이벌 오디션","9.46"
"1262","그림자 가족","가족의 그림자가 되어 살아가는 사람들의 상처를 다룬 이야기","9.90"
"1263","모아이 스토리","모아이와 친구들의 일상이야기","9.86"
"1264","김치걸 x 밀크티보이","한국여자+홍콩남자","9.86"
"1265","스피크업 히어로","판타지 액션 히어로.","9.55"
"1266","페더","무릉도원 판타지","9.86"
"1267","사신기","사신을 사랑한 인간","9.80"
"1268","우리집에 곰이 이사왔다","마법의 숲,테바의 최정예 요원 곰토토! 국가의 명령으로 인간 세상으로 파견되었다. 털북숭이계의 에이스, 곰토토의 파란만장한 인간세상 개고생 라이프!","9.89"
"1269","얼티미터","궁극에 선 자","9.90"
"1270","위기의 왕씨형제들","위왕이 돌아왔다!!","9.87"
"1271","천사에게는 날개가 없다","인간이 되어 버린 천사와 영혼을 잃어버린 소녀","9.87"
"1272","히어로망스","로망스작가의 모험","9.85"
"1273","꿀밤","허니 나이트.","9.86"
"1274","눈꽃의 심장","장르 파괴 액션물","9.74"
"1275","버기버그","곤충들의 마법소녀 버기!","9.86"
"1276","하제","신의 아이와의 기담","9.87"
"1277","랑앤마눌","부부의 에피소드","9.79"
"1278","위 아 애니멀스","동물이 되어","9.87"
"1279","아침식사 됩니다","반요들의 일상이야기","9.88"
"1280","본격 연애 이야기!","코믹 공감 연애물","9.74"
"1281","금지클럽","금단의사랑","9.72"
"1282","그녀는 나를 싫어해","하지만 나는 그녀를..","9.89"
"1283","라인리스 :: Lineless","Lineless","9.85"
"1284","유만즈","심장 없는 엑소시스트","9.85"
"1285","뷰티어스 인","오드아이(ODD EYE)","7.56"
"1286","괭씨의 나태한 세상","겨털로 감정표현","9.63"
"1287","기억들","기억을 읽는 남자와 기억을 숨기는 여자, 그리고 죽은 이들의 기억에 관한 이야기.","9.89"
"1288","소년의 신성","소년 무신을 만나다.","9.85"
"1289","글라디우스 프로젝트","헤레틱과 인간","9.88"
"1290","투명 매니큐어를 바르는 승무원","현직 승무원 로나의 사막비행일지","9.88"
"1291","숙이네 이야기","오독이들(다섯강아지), 빠다언니, 숙이가 함께 살며 겪어가는 즐거운 에피소드가 있는 곳","9.82"
"1292","달콤한 비밀 연애","사내 연애를 하는 연인의 일상 툰","9.62"
"1293","칼로리메트리","로맨스 스릴러","9.75"
"1294","기생하는 심장","감정과 관계에 관한 이야기들","9.86"
"1295","다시","나는 너를 만났다 다시","9.87"
"1296","너를 잃는 숲","숲에 들어가지 마렴, 소중한 걸 잃게 된단다."" 경고를 무시하고 들어선 숲에서 시엘은 의문의 소녀인 로사나를 만나게 되는데...","9.82"
"1297","일코선생","""인생이 덕질에 방해가 된다"" - 완벽한 선생의 이중생활","9.88"
"1298","마법사와 꼬마","운명일까?","9.84"
"1299","화이트데이","너흰 그냥 친구야!!","9.30"
"1300","산타라떼(Santa Latte)","리메이크","9.86"
"1301","메리의 미쿡 정복기","먼 타지땅에서 한국인의 끈기로 성공하는 메리","9.81"
"1302","공감없는이야기","약간파랗의 공감없는이야기","9.00"
"1303","이웃집의 스토커군","훈남 스토커가 옆집에 산다.","9.63"
"1304","페이트","수명을 보는 남자","9.72"
"1305","예쁘니까 괜찮아","전학생 영희가 온다!","9.87"
"1306","새벽에 듣는 만화","새벽감성 노래만화","9.87"
"1307","화요일에 죽는 남자","화요일에 죽는 남자","9.58"
"1308","성검의 홀리소드","성검에 얽힌 모험이야기.","9.79"
"1309","짐승뎐","연재중지","9.87"
"1310","안녕하세요 간호사입니다","나는 남자간호사다","9.84"
"1311","떡볶이 가게 아가씨","떡볶이 가게 사장님 희란이 이야기","8.66"
"1312","트윙클","내여친은 5살 아역스타","9.52"
"1313","작심삼일 운동툰","넓고 얕은 그녀의 운동기","9.78"
"1314","코르보(Corvo)","먹거나 먹히거나.","9.86"
"1315","편집자","누군가 당신을 훔쳐보고 있다","9.60"
"1316","아빠 내일은 뭐하고 놀까?","조금은 특별한 아버지와 아들의 이야기","9.80"
"1317","신혼의 맛","갑질하는 아내 VS 을질하는 남편, 평생 신혼처럼 살기로 작정하다!! 과연?!","9.00"
"1318","동아리방 202호","개성 넘치는 7명의 동아리이야기(자유연재)","9.87"
"1319","사이트 인 킬러","잔혹 판타지","9.86"
"1320","레드헤링","슬럼가에서 사는 사람들","9.66"
"1321","연애고자 모하나","망한 연애들 이야기","9.85"
"1322","한국인이다","한국인이다","9.80"
"1323","올빼미집","안녕하세요 올빼미입니다. 언제나처럼 카툰으로 찾아뵙겠습니다.","9.09"
"1324","오늘의 퇴마","오늘의 퇴마","9.87"
"1325","환상동화 모음집","어른을 위한 동화","9.65"
"1326","4번째 세계","만 이천년 전의 사랑이야기","9.59"
"1327","마당개의 인생","개와 소년의 우정과 모험","9.73"
"1328","빗자루도깨비 태비","도깨비 이야기","9.87"
"1329","똥두","사춘기 소녀의 일상","9.72"
"1330","병원에서온그대","소아청소년과 전공의와 연애하듯 살아가는 일상툰","9.74"
"1331","잭(J.a.c.k)","돌아왔습니다!","9.21"
"1332","열정호구","사회초년생 수난기","9.87"
"1333","솔로인커플","4x4컷 황당로맨스","9.86"
"1334","플라즈마걸스","우주경찰 소녀들","9.84"
"1335","에스프레소 케이크","“나는 그날, 차민재를 만난 뒤 끊었던 담배를 다시 피우기 시작했다.”","9.86"
"1336","그 중에 나는 없었다","그 아이의 시선에는 내가 있을까?","9.87"
"1337","렝드","판타지 드라마","9.85"
"1338","청춘의 모퉁이","서툰 어른, 30대. 청춘의 모퉁이에 서 있는 그들의 이야기 (월,목 연재)","9.85"
"1339","오늘도 핸드메이드!","딱히 쓸모없지만, 매일 해도 좋으니까","9.86"
"1340","말랑말랑인생","말랑말랑한 인생이야기.","9.85"
"1341","막순이","막순의 애틋한 첫사랑","9.85"
"1342","몽상가 죽이기","악몽을 설계하는 소년","9.57"
"1343","고양이 마법학교","cats magic school","9.79"
"1344","그 어느 날, 우리는 서로를 바라보았다","어느 우리","9.64"
"1345","볼빨간씨의 하루","소소한 일상","9.34"
"1346","마지막휴가","군대만화(실화)","9.62"
"1347","너에게 말하지 못한 얘기","몽환판타지.","9.83"
"1348","맘스 다이어리","쌩 초짜 엄마 아빠의 육아일기","9.78"
"1349","꼬매","꼬매의 일상이야기","9.75"
"1350","달의 기억","판타지/ 빛 속에 감추어진 잃어버린 이야기.","9.79"
"1351","고양이 프린스","이유없이 왕따 당하는 소녀의 특별한 냥줍 사건","9.79"
"1352","지금은 37.2도","사랑을 만드는 온도 37.2도. 내 온도를 만드는건 누구?","9.75"
"1353","꼬마마법사 박광태","배틀코믹스에서 뵈요!","9.75"
"1354","구사일생","어느날, 난 죽었다.","9.71"
"1355","아더스 (others)","귀신들의 사는 이야기","9.78"
"1356","스프린터","단편만화 모음집","9.87"
"1357","결혼해줘","신혼생활","9.83"
"1358","완전범죄","이제부터 나는 범죄자다.","9.69"
"1359","죽은 자들의 도시에서","좀비웹툰","9.73"
"1360","끝난게 아니다 (청춘은 야구&사랑)","청춘=야구&사랑","9.65"
"1361","소소캣다이어리","깜찍한 고양이들의 소소한 일상과 사색","9.75"
"1362","지금은 가난중","빈곤한 우리네 청춘","9.86"
"1363","디노와 브리","마누라가 직장상사","9.64"
"1364","너와 나의 90일","흔하지만 흔하지않았던 너와 나의 90일","9.85"
"1365","허니허니","리얼 실시간 임신출산 웹툰!!","9.86"
"1366","클라푸티 듀스","미소녀 디저트 만화","9.84"
"1367","산들바람","10,20,30일 나와요!","9.83"
"1368","차가움에게 은총을","괜찮은 걸까?","9.83"
"1369","일상을 지켜라","좀 특이한 사람들의 일상","9.88"
"1370","라라파루자","격툰","9.80"
"1371","청춘금지","일상툰","9.74"
"1372","초상화","명화 속 소녀와 화가","9.86"
"1373","촉수괴물 M","육아 판타지","9.87"
"1374","발자국이 녹기전에","시대물 로맨스","9.87"
"1375","엥앙일기","엥앙그림일기","9.86"
"1376","환생게임","환생서바이벌 배틀","9.48"
"1377","내 신랑은 구미호","구미호가 나오는 만화","9.48"
"1378","Live Live Dead","본격 좀비물을 가장한 허세쩌는 만화","9.47"
"1379","폭풍의 짱빨라","열혈 질주 만화","8.84"
"1380","교실공략기","초등교사 오토리","9.85"
"1381","낭만은 원래 돈이 없어야 하는 거래","맑은 수채화로 그려낸 감성 가득 유럽여행기.","9.85"
"1382","누군가의 이야기","어쩌면 당신의","9.87"
"1383","우주에서제일못생긴설정이지만,그래도연애할수있을거같아","이 것은.. 순정만화다. 우젤못.","9.85"
"1384","소녀의 마음으로","영혼이 뒤바뀜","9.85"
"1385","지켜주지못해서미안해","성장기 추억","9.86"
"1386","귀각시","나름, 로맨스","9.85"
"1387","슬립워커","몽유병에 관한 이야기","9.84"
"1388","성장호르몬","-","9.81"
"1389","기프트!","판타지","9.87"
"1390","마녀 어머니와 좀비 아들","특별한 모자의 이야기","9.85"
"1391","더 키친 부오노","여대 앞 파스타집에서 펼쳐지는 일상&로맨스!","9.74"
"1392","UNDER UPRISE","지하세계에 살게 된 인류, 그 안에서 벌어지는 한 남매의 치열한 생존기.","9.81"
"1393","우리부부는개발개발해","일상&결혼생활툰","9.85"
"1394","백풍의 신령 가무","백개의 바람을 다루는 신령","9.47"
"1395","곰신남","여군을 아내로 둔 본격 주말부부 이야기","9.87"
"1396","엔드와 세이브",".","9.62"
"1397","연애싫어","정식연재","9.86"
"1398","달과 바다와 관찰자","근미래 여행 모험 SF","9.87"
"1399","네가 머무는 자리","씨앗이태어날때까지","9.83"
"1400","다프트기어","안드로이드 판타지","9.70"
"1401","야귀록(夜鬼綠)","특별한 능력을 가진 귀사자 vs 야귀","9.85"
"1402","로즈관찰일기","로즈관찰일기","9.79"
"1403","완벽한 멍청이들","상태 좋은 유전자들의 상태 안 좋은 이야기","9.75"
"1404","[BL] Fools","캠퍼스 로맨스","9.80"
"1405","이클립스","이세계 판타지","9.87"
"1406","차원이 다른 만화","그는 뭔가 다르다.","9.85"
"1407","금수저","부모를 바꿔 금수저가 된다! 금요연재","9.85"
"1408","천상열차분야지도","옥황상제와 별자리","9.87"
"1409","송사리 레볼루션!","동아리 <혁명>","9.85"
"1410","아무 말이나 해(보) SHOW","<아무 말이나 해(보) SHOW> 에서 들려드리는 사람 사는 이야기","9.85"
"1411","딩가딩 서콩","서콩의 일상","9.85"
"1412","넘버그레이","원치 않는 힘을 가진 아이들의 이야기.","9.86"
"1413","2015 범죄스릴러 에스","과거에 있었던 연쇄살인사건.. 막아야만한다.","9.74"
"1414","fiction or nonfiction","변태같고 퀴퀴한일기","9.85"
"1415","대학일기","재수하고 대학입학","9.90"
"1416","지켜라! 밥그릇","밥그릇 지킵니다","9.85"
"1417","Free Or UNfree","우연일까 운명일까","9.80"
"1418","저편의 그림자","후련한 총격액션,  남자는 쏘는거다.","9.79"
"1419","에르나크","눈 떠 보니 게임 속?!","9.85"
"1420","갱스터","암흑가, 마피아, 보스, 그러나 코믹.","9.49"
"1421","음남미녀","음대생과 미대생의 이야기","9.87"
"1422","여고남","매 주 금요일 업뎃","9.54"
"1423","마왕이 상병신","정직한 제목","9.87"
